"GALAXY","STAR","prob_gal"
488,12,0.976
428,72,0.856
110,390,0.22
286,214,0.572
137,363,0.274
207,293,0.414
44,456,0.088
475,25,0.95
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
6,494,0.012
500,0,1
24,476,0.048
11,489,0.022
11,489,0.022
499,1,0.998
438,62,0.876
0,500,0
259,241,0.518
490,10,0.98
217,283,0.434
268,232,0.536
271,229,0.542
389,111,0.778
0,500,0
355,145,0.71
287,213,0.574
237,263,0.474
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
492,8,0.984
500,0,1
13,487,0.026
25,475,0.05
68,432,0.136
2,498,0.004
210,290,0.42
289,211,0.578
461,39,0.922
62,438,0.124
496,4,0.992
454,46,0.908
500,0,1
11,489,0.022
374,126,0.748
500,0,1
0,500,0
39,461,0.078
0,500,0
3,497,0.006
435,65,0.87
13,487,0.026
3,497,0.006
0,500,0
8,492,0.016
0,500,0
8,492,0.016
77,423,0.154
445,55,0.89
161,339,0.322
500,0,1
418,82,0.836
4,496,0.008
0,500,0
490,10,0.98
184,316,0.368
500,0,1
498,2,0.996
500,0,1
365,135,0.73
486,14,0.972
500,0,1
497,3,0.994
500,0,1
498,2,0.996
400,100,0.8
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
498,2,0.996
497,3,0.994
415,85,0.83
500,0,1
429,71,0.858
176,324,0.352
500,0,1
388,112,0.776
427,73,0.854
110,390,0.22
0,500,0
347,153,0.694
500,0,1
22,478,0.044
482,18,0.964
500,0,1
500,0,1
498,2,0.996
487,13,0.974
394,106,0.788
0,500,0
500,0,1
410,90,0.82
272,228,0.544
495,5,0.99
500,0,1
23,477,0.046
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
357,143,0.714
500,0,1
500,0,1
500,0,1
500,0,1
477,23,0.954
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
6,494,0.012
15,485,0.03
229,271,0.458
0,500,0
0,500,0
0,500,0
25,475,0.05
14,486,0.028
500,0,1
52,448,0.104
470,30,0.94
396,104,0.792
0,500,0
500,0,1
490,10,0.98
496,4,0.992
19,481,0.038
500,0,1
500,0,1
492,8,0.984
500,0,1
500,0,1
3,497,0.006
500,0,1
417,83,0.834
500,0,1
500,0,1
498,2,0.996
500,0,1
500,0,1
500,0,1
500,0,1
129,371,0.258
0,500,0
283,217,0.566
106,394,0.212
53,447,0.106
500,0,1
34,466,0.068
368,132,0.736
500,0,1
500,0,1
442,58,0.884
339,161,0.678
500,0,1
500,0,1
500,0,1
500,0,1
493,7,0.986
0,500,0
84,416,0.168
422,78,0.844
327,173,0.654
240,260,0.48
2,498,0.004
498,2,0.996
477,23,0.954
8,492,0.016
500,0,1
471,29,0.942
201,299,0.402
500,0,1
0,500,0
3,497,0.006
7,493,0.014
155,345,0.31
236,264,0.472
22,478,0.044
64,436,0.128
338,162,0.676
56,444,0.112
397,103,0.794
45,455,0.09
245,255,0.49
120,380,0.24
500,0,1
87,413,0.174
115,385,0.23
500,0,1
153,347,0.306
491,9,0.982
390,110,0.78
232,268,0.464
500,0,1
143,357,0.286
6,494,0.012
416,84,0.832
258,242,0.516
500,0,1
483,17,0.966
269,231,0.538
232,268,0.464
500,0,1
496,4,0.992
500,0,1
500,0,1
500,0,1
162,338,0.324
483,17,0.966
469,31,0.938
492,8,0.984
500,0,1
500,0,1
0,500,0
500,0,1
6,494,0.012
452,48,0.904
49,451,0.098
32,468,0.064
500,0,1
36,464,0.072
107,393,0.214
500,0,1
500,0,1
499,1,0.998
498,2,0.996
464,36,0.928
492,8,0.984
500,0,1
149,351,0.298
425,75,0.85
500,0,1
500,0,1
7,493,0.014
480,20,0.96
0,500,0
12,488,0.024
13,487,0.026
84,416,0.168
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
288,212,0.576
500,0,1
500,0,1
495,5,0.99
500,0,1
0,500,0
100,400,0.2
8,492,0.016
38,462,0.076
499,1,0.998
498,2,0.996
500,0,1
500,0,1
34,466,0.068
500,0,1
494,6,0.988
496,4,0.992
87,413,0.174
500,0,1
497,3,0.994
500,0,1
226,274,0.452
500,0,1
500,0,1
295,205,0.59
500,0,1
83,417,0.166
496,4,0.992
11,489,0.022
500,0,1
275,225,0.55
500,0,1
498,2,0.996
500,0,1
463,37,0.926
500,0,1
147,353,0.294
491,9,0.982
45,455,0.09
56,444,0.112
500,0,1
361,139,0.722
500,0,1
404,96,0.808
1,499,0.002
500,0,1
500,0,1
288,212,0.576
500,0,1
492,8,0.984
29,471,0.058
64,436,0.128
365,135,0.73
361,139,0.722
63,437,0.126
142,358,0.284
77,423,0.154
11,489,0.022
500,0,1
0,500,0
500,0,1
490,10,0.98
435,65,0.87
491,9,0.982
499,1,0.998
500,0,1
500,0,1
492,8,0.984
465,35,0.93
500,0,1
477,23,0.954
348,152,0.696
500,0,1
500,0,1
495,5,0.99
20,480,0.04
152,348,0.304
500,0,1
500,0,1
500,0,1
500,0,1
268,232,0.536
32,468,0.064
496,4,0.992
162,338,0.324
500,0,1
500,0,1
500,0,1
500,0,1
17,483,0.034
196,304,0.392
46,454,0.092
498,2,0.996
499,1,0.998
500,0,1
500,0,1
76,424,0.152
19,481,0.038
246,254,0.492
33,467,0.066
43,457,0.086
9,491,0.018
485,15,0.97
500,0,1
497,3,0.994
482,18,0.964
500,0,1
500,0,1
500,0,1
496,4,0.992
500,0,1
435,65,0.87
496,4,0.992
500,0,1
321,179,0.642
0,500,0
3,497,0.006
0,500,0
1,499,0.002
9,491,0.018
0,500,0
1,499,0.002
18,482,0.036
5,495,0.01
19,481,0.038
123,377,0.246
25,475,0.05
8,492,0.016
67,433,0.134
2,498,0.004
1,499,0.002
1,499,0.002
3,497,0.006
11,489,0.022
65,435,0.13
110,390,0.22
0,500,0
0,500,0
3,497,0.006
4,496,0.008
182,318,0.364
295,205,0.59
20,480,0.04
11,489,0.022
44,456,0.088
6,494,0.012
256,244,0.512
425,75,0.85
224,276,0.448
500,0,1
500,0,1
29,471,0.058
359,141,0.718
2,498,0.004
43,457,0.086
198,302,0.396
9,491,0.018
149,351,0.298
500,0,1
6,494,0.012
2,498,0.004
8,492,0.016
0,500,0
498,2,0.996
500,0,1
500,0,1
500,0,1
499,1,0.998
496,4,0.992
170,330,0.34
427,73,0.854
10,490,0.02
412,88,0.824
500,0,1
36,464,0.072
124,376,0.248
14,486,0.028
3,497,0.006
87,413,0.174
36,464,0.072
3,497,0.006
2,498,0.004
303,197,0.606
191,309,0.382
90,410,0.18
410,90,0.82
400,100,0.8
158,342,0.316
496,4,0.992
498,2,0.996
500,0,1
20,480,0.04
38,462,0.076
50,450,0.1
3,497,0.006
13,487,0.026
24,476,0.048
7,493,0.014
24,476,0.048
29,471,0.058
17,483,0.034
33,467,0.066
0,500,0
479,21,0.958
500,0,1
485,15,0.97
397,103,0.794
500,0,1
500,0,1
210,290,0.42
500,0,1
500,0,1
3,497,0.006
39,461,0.078
304,196,0.608
5,495,0.01
1,499,0.002
29,471,0.058
22,478,0.044
500,0,1
498,2,0.996
500,0,1
20,480,0.04
500,0,1
500,0,1
500,0,1
4,496,0.008
500,0,1
500,0,1
500,0,1
196,304,0.392
0,500,0
490,10,0.98
6,494,0.012
488,12,0.976
396,104,0.792
500,0,1
500,0,1
4,496,0.008
460,40,0.92
439,61,0.878
493,7,0.986
491,9,0.982
488,12,0.976
499,1,0.998
443,57,0.886
59,441,0.118
18,482,0.036
66,434,0.132
82,418,0.164
164,336,0.328
2,498,0.004
29,471,0.058
2,498,0.004
49,451,0.098
39,461,0.078
440,60,0.88
500,0,1
278,222,0.556
378,122,0.756
500,0,1
500,0,1
500,0,1
498,2,0.996
500,0,1
8,492,0.016
286,214,0.572
169,331,0.338
276,224,0.552
491,9,0.982
500,0,1
500,0,1
500,0,1
473,27,0.946
500,0,1
500,0,1
500,0,1
0,500,0
346,154,0.692
4,496,0.008
500,0,1
500,0,1
1,499,0.002
500,0,1
500,0,1
500,0,1
500,0,1
493,7,0.986
500,0,1
500,0,1
148,352,0.296
16,484,0.032
500,0,1
500,0,1
500,0,1
278,222,0.556
499,1,0.998
500,0,1
400,100,0.8
498,2,0.996
500,0,1
130,370,0.26
213,287,0.426
59,441,0.118
235,265,0.47
225,275,0.45
225,275,0.45
314,186,0.628
134,366,0.268
115,385,0.23
1,499,0.002
237,263,0.474
235,265,0.47
134,366,0.268
394,106,0.788
393,107,0.786
500,0,1
500,0,1
19,481,0.038
38,462,0.076
499,1,0.998
498,2,0.996
0,500,0
12,488,0.024
2,498,0.004
46,454,0.092
89,411,0.178
110,390,0.22
37,463,0.074
1,499,0.002
139,361,0.278
500,0,1
499,1,0.998
500,0,1
500,0,1
494,6,0.988
496,4,0.992
394,106,0.788
116,384,0.232
118,382,0.236
38,462,0.076
12,488,0.024
86,414,0.172
292,208,0.584
500,0,1
266,234,0.532
485,15,0.97
216,284,0.432
500,0,1
220,280,0.44
1,499,0.002
27,473,0.054
343,157,0.686
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
492,8,0.984
460,40,0.92
458,42,0.916
29,471,0.058
500,0,1
4,496,0.008
500,0,1
34,466,0.068
110,390,0.22
171,329,0.342
51,449,0.102
25,475,0.05
78,422,0.156
44,456,0.088
276,224,0.552
486,14,0.972
43,457,0.086
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
491,9,0.982
476,24,0.952
500,0,1
492,8,0.984
500,0,1
500,0,1
500,0,1
388,112,0.776
187,313,0.374
273,227,0.546
156,344,0.312
468,32,0.936
277,223,0.554
94,406,0.188
420,80,0.84
244,256,0.488
272,228,0.544
165,335,0.33
500,0,1
498,2,0.996
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
476,24,0.952
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
489,11,0.978
498,2,0.996
500,0,1
500,0,1
35,465,0.07
432,68,0.864
500,0,1
304,196,0.608
497,3,0.994
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
398,102,0.796
495,5,0.99
1,499,0.002
104,396,0.208
500,0,1
500,0,1
500,0,1
71,429,0.142
1,499,0.002
334,166,0.668
301,199,0.602
3,497,0.006
50,450,0.1
376,124,0.752
169,331,0.338
204,296,0.408
178,322,0.356
294,206,0.588
248,252,0.496
305,195,0.61
81,419,0.162
241,259,0.482
128,372,0.256
500,0,1
490,10,0.98
207,293,0.414
47,453,0.094
500,0,1
388,112,0.776
486,14,0.972
463,37,0.926
500,0,1
500,0,1
500,0,1
496,4,0.992
30,470,0.06
500,0,1
500,0,1
500,0,1
496,4,0.992
434,66,0.868
75,425,0.15
500,0,1
487,13,0.974
500,0,1
426,74,0.852
16,484,0.032
325,175,0.65
76,424,0.152
5,495,0.01
127,373,0.254
44,456,0.088
36,464,0.072
8,492,0.016
500,0,1
373,127,0.746
413,87,0.826
500,0,1
10,490,0.02
16,484,0.032
10,490,0.02
0,500,0
494,6,0.988
19,481,0.038
231,269,0.462
299,201,0.598
75,425,0.15
18,482,0.036
32,468,0.064
272,228,0.544
270,230,0.54
184,316,0.368
500,0,1
500,0,1
500,0,1
500,0,1
491,9,0.982
201,299,0.402
500,0,1
500,0,1
500,0,1
1,499,0.002
500,0,1
500,0,1
500,0,1
185,315,0.37
164,336,0.328
2,498,0.004
183,317,0.366
0,500,0
500,0,1
408,92,0.816
38,462,0.076
500,0,1
500,0,1
500,0,1
480,20,0.96
494,6,0.988
500,0,1
500,0,1
500,0,1
500,0,1
98,402,0.196
500,0,1
500,0,1
408,92,0.816
500,0,1
13,487,0.026
219,281,0.438
53,447,0.106
27,473,0.054
235,265,0.47
499,1,0.998
74,426,0.148
7,493,0.014
21,479,0.042
500,0,1
330,170,0.66
500,0,1
341,159,0.682
0,500,0
500,0,1
491,9,0.982
150,350,0.3
1,499,0.002
8,492,0.016
3,497,0.006
53,447,0.106
12,488,0.024
238,262,0.476
0,500,0
266,234,0.532
0,500,0
2,498,0.004
188,312,0.376
497,3,0.994
500,0,1
499,1,0.998
500,0,1
50,450,0.1
20,480,0.04
69,431,0.138
27,473,0.054
490,10,0.98
488,12,0.976
60,440,0.12
500,0,1
454,46,0.908
500,0,1
500,0,1
500,0,1
1,499,0.002
40,460,0.08
0,500,0
1,499,0.002
0,500,0
4,496,0.008
1,499,0.002
2,498,0.004
2,498,0.004
279,221,0.558
71,429,0.142
132,368,0.264
60,440,0.12
274,226,0.548
52,448,0.104
43,457,0.086
2,498,0.004
67,433,0.134
4,496,0.008
50,450,0.1
325,175,0.65
112,388,0.224
303,197,0.606
15,485,0.03
500,0,1
324,176,0.648
34,466,0.068
235,265,0.47
497,3,0.994
468,32,0.936
500,0,1
488,12,0.976
499,1,0.998
483,17,0.966
0,500,0
0,500,0
174,326,0.348
0,500,0
24,476,0.048
3,497,0.006
5,495,0.01
0,500,0
0,500,0
499,1,0.998
488,12,0.976
455,45,0.91
500,0,1
498,2,0.996
500,0,1
500,0,1
479,21,0.958
499,1,0.998
500,0,1
32,468,0.064
237,263,0.474
424,76,0.848
124,376,0.248
38,462,0.076
500,0,1
500,0,1
473,27,0.946
500,0,1
500,0,1
500,0,1
431,69,0.862
500,0,1
500,0,1
500,0,1
28,472,0.056
496,4,0.992
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
0,500,0
0,500,0
500,0,1
2,498,0.004
500,0,1
302,198,0.604
500,0,1
500,0,1
0,500,0
500,0,1
446,54,0.892
500,0,1
500,0,1
4,496,0.008
500,0,1
98,402,0.196
498,2,0.996
500,0,1
500,0,1
500,0,1
462,38,0.924
409,91,0.818
500,0,1
474,26,0.948
474,26,0.948
355,145,0.71
500,0,1
500,0,1
500,0,1
0,500,0
0,500,0
500,0,1
500,0,1
500,0,1
493,7,0.986
500,0,1
500,0,1
500,0,1
102,398,0.204
1,499,0.002
500,0,1
179,321,0.358
17,483,0.034
308,192,0.616
7,493,0.014
500,0,1
96,404,0.192
27,473,0.054
182,318,0.364
381,119,0.762
497,3,0.994
1,499,0.002
344,156,0.688
4,496,0.008
500,0,1
494,6,0.988
497,3,0.994
496,4,0.992
500,0,1
500,0,1
91,409,0.182
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
497,3,0.994
500,0,1
500,0,1
500,0,1
500,0,1
493,7,0.986
500,0,1
500,0,1
500,0,1
500,0,1
498,2,0.996
500,0,1
498,2,0.996
500,0,1
496,4,0.992
500,0,1
500,0,1
500,0,1
500,0,1
466,34,0.932
500,0,1
500,0,1
445,55,0.89
163,337,0.326
496,4,0.992
48,452,0.096
500,0,1
500,0,1
500,0,1
41,459,0.082
500,0,1
0,500,0
1,499,0.002
0,500,0
70,430,0.14
35,465,0.07
5,495,0.01
4,496,0.008
64,436,0.128
486,14,0.972
500,0,1
475,25,0.95
467,33,0.934
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
46,454,0.092
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
98,402,0.196
500,0,1
500,0,1
500,0,1
500,0,1
254,246,0.508
187,313,0.374
312,188,0.624
500,0,1
500,0,1
500,0,1
500,0,1
498,2,0.996
500,0,1
500,0,1
0,500,0
500,0,1
496,4,0.992
500,0,1
0,500,0
500,0,1
500,0,1
331,169,0.662
500,0,1
477,23,0.954
439,61,0.878
500,0,1
473,27,0.946
500,0,1
498,2,0.996
500,0,1
0,500,0
0,500,0
480,20,0.96
500,0,1
500,0,1
493,7,0.986
500,0,1
477,23,0.954
497,3,0.994
489,11,0.978
500,0,1
0,500,0
434,66,0.868
3,497,0.006
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
496,4,0.992
497,3,0.994
500,0,1
500,0,1
500,0,1
482,18,0.964
482,18,0.964
500,0,1
500,0,1
498,2,0.996
500,0,1
500,0,1
498,2,0.996
468,32,0.936
500,0,1
495,5,0.99
500,0,1
500,0,1
1,499,0.002
112,388,0.224
499,1,0.998
500,0,1
462,38,0.924
459,41,0.918
500,0,1
475,25,0.95
496,4,0.992
500,0,1
496,4,0.992
500,0,1
500,0,1
500,0,1
3,497,0.006
401,99,0.802
500,0,1
493,7,0.986
500,0,1
500,0,1
500,0,1
500,0,1
498,2,0.996
490,10,0.98
499,1,0.998
0,500,0
489,11,0.978
500,0,1
500,0,1
499,1,0.998
500,0,1
455,45,0.91
498,2,0.996
500,0,1
0,500,0
500,0,1
188,312,0.376
493,7,0.986
500,0,1
3,497,0.006
368,132,0.736
470,30,0.94
487,13,0.974
500,0,1
500,0,1
498,2,0.996
0,500,0
498,2,0.996
500,0,1
225,275,0.45
6,494,0.012
208,292,0.416
16,484,0.032
500,0,1
244,256,0.488
2,498,0.004
197,303,0.394
278,222,0.556
409,91,0.818
491,9,0.982
500,0,1
482,18,0.964
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
445,55,0.89
15,485,0.03
181,319,0.362
500,0,1
500,0,1
491,9,0.982
500,0,1
7,493,0.014
500,0,1
427,73,0.854
57,443,0.114
500,0,1
21,479,0.042
68,432,0.136
8,492,0.016
431,69,0.862
104,396,0.208
365,135,0.73
354,146,0.708
21,479,0.042
222,278,0.444
500,0,1
500,0,1
500,0,1
480,20,0.96
500,0,1
386,114,0.772
499,1,0.998
487,13,0.974
477,23,0.954
499,1,0.998
0,500,0
500,0,1
492,8,0.984
351,149,0.702
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
145,355,0.29
497,3,0.994
488,12,0.976
492,8,0.984
500,0,1
23,477,0.046
31,469,0.062
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
303,197,0.606
10,490,0.02
63,437,0.126
58,442,0.116
30,470,0.06
498,2,0.996
500,0,1
0,500,0
500,0,1
500,0,1
498,2,0.996
500,0,1
495,5,0.99
500,0,1
500,0,1
500,0,1
226,274,0.452
499,1,0.998
67,433,0.134
499,1,0.998
500,0,1
500,0,1
500,0,1
458,42,0.916
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
482,18,0.964
500,0,1
500,0,1
498,2,0.996
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
497,3,0.994
500,0,1
500,0,1
303,197,0.606
500,0,1
493,7,0.986
493,7,0.986
500,0,1
500,0,1
21,479,0.042
500,0,1
500,0,1
500,0,1
499,1,0.998
1,499,0.002
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
495,5,0.99
500,0,1
145,355,0.29
500,0,1
500,0,1
476,24,0.952
138,362,0.276
436,64,0.872
456,44,0.912
373,127,0.746
500,0,1
500,0,1
500,0,1
485,15,0.97
389,111,0.778
53,447,0.106
492,8,0.984
0,500,0
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
498,2,0.996
500,0,1
482,18,0.964
498,2,0.996
34,466,0.068
369,131,0.738
500,0,1
500,0,1
456,44,0.912
2,498,0.004
500,0,1
479,21,0.958
500,0,1
496,4,0.992
17,483,0.034
496,4,0.992
500,0,1
500,0,1
500,0,1
500,0,1
438,62,0.876
500,0,1
500,0,1
500,0,1
284,216,0.568
500,0,1
500,0,1
500,0,1
66,434,0.132
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
443,57,0.886
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
0,500,0
498,2,0.996
500,0,1
500,0,1
479,21,0.958
499,1,0.998
500,0,1
500,0,1
500,0,1
490,10,0.98
493,7,0.986
500,0,1
238,262,0.476
500,0,1
0,500,0
500,0,1
487,13,0.974
496,4,0.992
249,251,0.498
500,0,1
450,50,0.9
495,5,0.99
500,0,1
500,0,1
500,0,1
500,0,1
496,4,0.992
497,3,0.994
495,5,0.99
498,2,0.996
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
488,12,0.976
365,135,0.73
1,499,0.002
500,0,1
363,137,0.726
51,449,0.102
500,0,1
500,0,1
500,0,1
500,0,1
290,210,0.58
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
379,121,0.758
500,0,1
500,0,1
499,1,0.998
500,0,1
459,41,0.918
495,5,0.99
0,500,0
500,0,1
0,500,0
54,446,0.108
497,3,0.994
79,421,0.158
500,0,1
500,0,1
4,496,0.008
144,356,0.288
500,0,1
500,0,1
17,483,0.034
500,0,1
500,0,1
48,452,0.096
497,3,0.994
500,0,1
498,2,0.996
488,12,0.976
118,382,0.236
204,296,0.408
499,1,0.998
499,1,0.998
500,0,1
500,0,1
500,0,1
499,1,0.998
497,3,0.994
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
387,113,0.774
500,0,1
500,0,1
0,500,0
490,10,0.98
482,18,0.964
500,0,1
500,0,1
500,0,1
0,500,0
0,500,0
39,461,0.078
37,463,0.074
37,463,0.074
0,500,0
25,475,0.05
129,371,0.258
130,370,0.26
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
497,3,0.994
500,0,1
17,483,0.034
26,474,0.052
52,448,0.104
348,152,0.696
500,0,1
0,500,0
500,0,1
500,0,1
497,3,0.994
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
474,26,0.948
363,137,0.726
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
0,500,0
63,437,0.126
500,0,1
500,0,1
493,7,0.986
500,0,1
451,49,0.902
500,0,1
475,25,0.95
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
484,16,0.968
499,1,0.998
492,8,0.984
500,0,1
470,30,0.94
500,0,1
500,0,1
475,25,0.95
500,0,1
500,0,1
131,369,0.262
500,0,1
500,0,1
499,1,0.998
494,6,0.988
500,0,1
471,29,0.942
499,1,0.998
500,0,1
500,0,1
495,5,0.99
500,0,1
499,1,0.998
500,0,1
443,57,0.886
500,0,1
497,3,0.994
500,0,1
489,11,0.978
307,193,0.614
495,5,0.99
500,0,1
500,0,1
10,490,0.02
27,473,0.054
28,472,0.056
53,447,0.106
28,472,0.056
54,446,0.108
5,495,0.01
48,452,0.096
110,390,0.22
48,452,0.096
63,437,0.126
65,435,0.13
112,388,0.224
47,453,0.094
421,79,0.842
500,0,1
497,3,0.994
498,2,0.996
500,0,1
499,1,0.998
500,0,1
495,5,0.99
500,0,1
0,500,0
388,112,0.776
500,0,1
495,5,0.99
18,482,0.036
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
498,2,0.996
497,3,0.994
499,1,0.998
500,0,1
289,211,0.578
4,496,0.008
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
351,149,0.702
500,0,1
500,0,1
500,0,1
500,0,1
280,220,0.56
283,217,0.566
500,0,1
500,0,1
500,0,1
500,0,1
169,331,0.338
500,0,1
500,0,1
500,0,1
98,402,0.196
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
495,5,0.99
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
326,174,0.652
493,7,0.986
500,0,1
475,25,0.95
301,199,0.602
473,27,0.946
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
492,8,0.984
488,12,0.976
0,500,0
500,0,1
500,0,1
347,153,0.694
488,12,0.976
500,0,1
500,0,1
148,352,0.296
500,0,1
454,46,0.908
500,0,1
497,3,0.994
500,0,1
500,0,1
488,12,0.976
500,0,1
500,0,1
500,0,1
334,166,0.668
500,0,1
500,0,1
18,482,0.036
500,0,1
500,0,1
492,8,0.984
496,4,0.992
500,0,1
500,0,1
126,374,0.252
0,500,0
500,0,1
495,5,0.99
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
499,1,0.998
499,1,0.998
500,0,1
498,2,0.996
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
495,5,0.99
338,162,0.676
340,160,0.68
499,1,0.998
23,477,0.046
7,493,0.014
244,256,0.488
4,496,0.008
3,497,0.006
500,0,1
360,140,0.72
470,30,0.94
500,0,1
500,0,1
493,7,0.986
499,1,0.998
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
41,459,0.082
499,1,0.998
490,10,0.98
500,0,1
500,0,1
7,493,0.014
375,125,0.75
499,1,0.998
500,0,1
491,9,0.982
472,28,0.944
500,0,1
500,0,1
500,0,1
482,18,0.964
500,0,1
119,381,0.238
499,1,0.998
498,2,0.996
499,1,0.998
500,0,1
72,428,0.144
329,171,0.658
1,499,0.002
0,500,0
0,500,0
499,1,0.998
500,0,1
14,486,0.028
500,0,1
500,0,1
500,0,1
500,0,1
17,483,0.034
500,0,1
500,0,1
477,23,0.954
500,0,1
500,0,1
499,1,0.998
500,0,1
499,1,0.998
0,500,0
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
484,16,0.968
493,7,0.986
1,499,0.002
500,0,1
363,137,0.726
10,490,0.02
500,0,1
500,0,1
500,0,1
500,0,1
50,450,0.1
492,8,0.984
117,383,0.234
491,9,0.982
486,14,0.972
136,364,0.272
499,1,0.998
425,75,0.85
500,0,1
500,0,1
34,466,0.068
443,57,0.886
500,0,1
500,0,1
471,29,0.942
378,122,0.756
500,0,1
443,57,0.886
0,500,0
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
496,4,0.992
481,19,0.962
500,0,1
499,1,0.998
203,297,0.406
372,128,0.744
17,483,0.034
399,101,0.798
112,388,0.224
101,399,0.202
1,499,0.002
232,268,0.464
472,28,0.944
66,434,0.132
469,31,0.938
5,495,0.01
500,0,1
500,0,1
34,466,0.068
113,387,0.226
500,0,1
500,0,1
500,0,1
323,177,0.646
500,0,1
500,0,1
500,0,1
495,5,0.99
500,0,1
7,493,0.014
500,0,1
500,0,1
500,0,1
487,13,0.974
500,0,1
0,500,0
472,28,0.944
500,0,1
483,17,0.966
500,0,1
500,0,1
497,3,0.994
500,0,1
500,0,1
500,0,1
453,47,0.906
500,0,1
500,0,1
469,31,0.938
62,438,0.124
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
369,131,0.738
499,1,0.998
495,5,0.99
496,4,0.992
488,12,0.976
500,0,1
500,0,1
500,0,1
463,37,0.926
0,500,0
498,2,0.996
500,0,1
500,0,1
500,0,1
486,14,0.972
10,490,0.02
500,0,1
500,0,1
500,0,1
500,0,1
477,23,0.954
500,0,1
493,7,0.986
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
499,1,0.998
291,209,0.582
2,498,0.004
441,59,0.882
245,255,0.49
500,0,1
500,0,1
48,452,0.096
62,438,0.124
500,0,1
500,0,1
500,0,1
490,10,0.98
500,0,1
500,0,1
491,9,0.982
500,0,1
500,0,1
500,0,1
500,0,1
491,9,0.982
1,499,0.002
493,7,0.986
498,2,0.996
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
495,5,0.99
500,0,1
492,8,0.984
500,0,1
